time,Wind_DE,PV_DE,Wind_SE,PV_SE,Wind_DK,PV_DK,Load_DE,Load_DK,Load_SE,Hydro_inflow
979,0.4165,0,0.5869,0,0.1858,0,73191.3,5258.955,23683.4,8306.536875
980,0.445,0,0.5531,0,0.2258,0,71336.2,4937.322,22792.9,8306.536875
981,0.4526,0,0.5384,0,0.2925,0,71502.6,4663.165,22092.2,8306.536875
982,0.4374,0,0.5311,0,0.3411,0,67862.6,4408.495,21356.4,8306.536875
983,0.4326,0,0.5181,0,0.4079,0,65468,4247.269,20793.5,8306.536875
984,0.4404,0,0.4731,0,0.4487,0,63104.6,4126.135,20478.9,8007.81041666667
985,0.4731,0,0.3937,0,0.4783,0,62645.7,4148.989,20250.1,8007.81041666667
986,0.5271,0,0.3291,0,0.5234,0,63588.2,4143.724,20771.4,8007.81041666667
987,0.5683,0,0.2879,0,0.5575,0,65776.1,4295.434,20989.8,8007.81041666667
988,0.576,0,0.2718,0,0.5945,0,71043.7,4512.313,22051.9,8007.81041666667
989,0.5977,0,0.2859,0,0.6115,0,81718,5229.354,24697.4,8007.81041666667
990,0.6507,9.09090909090909E-05,0.3386,0,0.6305,0.001,91053.3,5995.08,26919.1,8007.81041666667
991,0.6764,0.021363636363636,0.4334,0.039,0.6429,0.102,94504.8,6346.21,27224.6,8007.81041666667
992,0.6883,0.064090909090909,0.5122,0.127,0.6853,0.282,95468.1,6362.486,27387.1,8007.81041666667
993,0.6887,0.133818181818182,0.554,0.217,0.7176,0.416,96687.5,6389.786,27578.2,8007.81041666667
994,0.6815,0.212,0.5896,0.277,0.7538,0.483,99114.6,6445.465,27604.2,8007.81041666667
995,0.6715,0.26,0.632,0.296,0.7706,0.495,98342.4,6341.712,27350.7,8007.81041666667
996,0.6812,0.259454545454545,0.6576,0.256,0.775,0.441,96887.7,6365.411,27043.9,8007.81041666667
997,0.7027,0.212,0.6285,0.166,0.7666,0.333,95349.8,6237.66,26945.1,8007.81041666667
998,0.7207,0.125181818181818,0.58,0.059,0.7491,0.189,93840.5,6066.957,26929.5,8007.81041666667
999,0.7279,0.034636363636364,0.5409,0.003,0.7366,0.034,91828.1,6091.098,27232.4,8007.81041666667
1000,0.6952,0,0.526,0,0.7214,0,93997.8,6700.135,28447.9,8007.81041666667
1001,0.6408,0,0.5216,0,0.6958,0,96605.6,6773.702,27989,8007.81041666667
1002,0.5924,0,0.4721,0,0.6693,0,95343.3,6353.75,27333.8,8007.81041666667
1003,0.5631,0,0.4322,0,0.6591,0,89278.8,5946.551,26438.1,8007.81041666667
1004,0.5622,0,0.4124,0,0.6598,0,85395.7,5638.36,25577.5,8007.81041666667
1005,0.5661,0,0.3712,0,0.6636,0,81441.1,5184.517,24234.6,8007.81041666667
1006,0.5548,0,0.3478,0,0.6568,0,75367.5,4830.254,23257,8007.81041666667
1007,0.5396,0,0.3603,0,0.6234,0,71597.5,4580.121,22444.5,8007.81041666667
1008,0.528,0,0.3714,0,0.5918,0,69608.5,4471.35,22018.1,7720.71895833333
1009,0.5118,0,0.3493,0,0.5629,0,67410.2,4450.719,21937.5,7720.71895833333
1010,0.4714,0,0.3177,0,0.5146,0,67974.4,4437.082,22185.8,7720.71895833333
1011,0.4099,0,0.3181,0,0.4561,0,69518.8,4503.343,22595.3,7720.71895833333
1012,0.3454,0,0.3296,0,0.387,0,73375.9,4797.325,24007.1,7720.71895833333
1013,0.2774,0,0.2772,0,0.325,0,82767.1,5460.559,26564.2,7720.71895833333
1014,0.2244,0.001363636363636,0.219,0.002,0.2674,0.001,90459.2,6250.699,28925,7720.71895833333
1015,0.1836,0.053909090909091,0.1928,0.093,0.2098,0.121,93133.3,6519.591,28869.1,7720.71895833333
1016,0.1607,0.146090909090909,0.1891,0.21,0.1497,0.259,93121.6,6502.652,28783.3,7720.71895833333
1017,0.1526,0.227545454545454,0.2032,0.298,0.135,0.335,93991.3,6538.233,28629.9,7720.71895833333
1018,0.1654,0.254818181818182,0.2027,0.335,0.147,0.328,96588.7,6415.045,28008.5,7720.71895833333
1019,0.1987,0.249272727272727,0.1653,0.321,0.1698,0.272,96255.9,6319.339,27186.9,7720.71895833333
1020,0.228,0.207545454545455,0.1577,0.25,0.1943,0.169,94525.6,6334.081,26371.8,7720.71895833333
1021,0.245,0.167636363636364,0.1438,0.14,0.197,0.087,92618.5,6251.167,26379.6,7720.71895833333
1022,0.2587,0.116454545454545,0.1163,0.035,0.1974,0.041,90923.3,6125.288,26847.6,7720.71895833333
1023,0.2743,0.047,0.0864,0,0.2275,0.006,89640.2,6199.817,27535.3,7720.71895833333
1024,0.2871,0.000181818181818,0.0777,0,0.2859,0,91436.8,6766.5,28366,7720.71895833333
1025,0.311,0,0.1127,0,0.343,0,94477.5,6696.885,27855.1,7720.71895833333
1026,0.3452,0,0.1941,0,0.3928,0,92474.2,6305.234,27310.4,7720.71895833333
1027,0.41,0,0.3164,0,0.4552,0,88082.8,5831.215,26349.7,7720.71895833333
1028,0.4281,0,0.4357,0,0.4946,0,82793.1,5512.676,24943.1,7720.71895833333
1029,0.434,0,0.5565,0,0.5346,0,79870.7,5164.848,23481.9,7720.71895833333
1030,0.4446,0,0.6453,0,0.6034,0,75569,4786.691,22360,7720.71895833333
1031,0.4711,0,0.6907,0,0.6987,0,71345.3,4523.506,22278.1,7720.71895833333
1032,0.5011,0,0.7329,0,0.715,0,69213.3,4365.894,21572.2,7625.645625
1033,0.499,0,0.752,0,0.7421,0,68602.3,4299.308,21196.5,7625.645625
1034,0.5134,0,0.7764,0,0.7286,0,69253.6,4325.269,20738.9,7625.645625
1035,0.4965,0,0.7953,0,0.7024,0,70422.3,4405.219,20796.1,7625.645625
1036,0.4703,0,0.8038,0,0.6647,0,74097.4,4714.801,21676.2,7625.645625
1037,0.4608,0,0.8073,0,0.6305,0,84996.6,5346.718,24130.6,7625.645625
1038,0.4669,0.013454545454546,0.8134,0,0.5974,0,92657.5,6127.342,26037.7,7625.645625
1039,0.455,0.169454545454545,0.8229,0.048,0.5621,0.01,94511.3,6357.741,26131.3,7625.645625
1040,0.4657,0.36,0.8278,0.141,0.5418,0.035,94225.3,6375.109,25905.1,7625.645625
1041,0.4761,0.491636363636364,0.8309,0.228,0.5147,0.086,95533.1,6443.593,25495.6,7625.645625
1042,0.4972,0.557818181818182,0.8276,0.279,0.4828,0.126,95438.2,6345.534,25181,7625.645625
1043,0.52,0.569909090909091,0.8203,0.276,0.473,0.107,93499.9,6238.7,24575.2,7625.645625
1044,0.5134,0.528363636363636,0.815,0.224,0.4656,0.084,91998.4,6221.215,24459.5,7625.645625
1045,0.4829,0.43,0.8064,0.137,0.4586,0.062,90671.1,6103.63,24475.1,7625.645625
1046,0.4646,0.275545454545455,0.8018,0.044,0.4681,0.029,90363,5941.377,24935.3,7625.645625
1047,0.4395,0.094909090909091,0.7997,0.001,0.4656,0.002,89203.4,6044.688,24993.8,7625.645625
1048,0.4224,0.000545454545455,0.8032,0,0.4126,0,91624,6567.821,26577.2,7625.645625
1049,0.4061,0,0.7891,0,0.3882,0,95326.4,6528.184,26297.7,7625.645625
1050,0.3915,0,0.7827,0,0.4182,0,93723.5,6119.542,25759.5,7625.645625
1051,0.3752,0,0.7786,0,0.4272,0,88686,5726.955,25212.2,7625.645625
1052,0.3518,0,0.7333,0,0.4351,0,84536.4,5384.6,23918.7,7625.645625
1053,0.3298,0,0.708,0,0.4437,0,80724.8,4957.264,22802,7625.645625
1054,0.3201,0,0.6968,0,0.431,0,74945,4535.687,21893.3,7625.645625
1055,0.3106,0,0.6847,0,0.4225,0,70357.3,4308.564,20445.1,7625.645625
1056,0.3233,0,0.6881,0,0.4211,0,67622.1,4170.361,20155.2,7515.58708333333
1057,0.3388,0,0.6969,0,0.4197,0,66670.5,4098.653,20173.4,7515.58708333333
1058,0.3269,0,0.6994,0,0.3746,0,66773.2,4110.951,20053.8,7515.58708333333
1059,0.2909,0,0.6996,0,0.3116,0,68529.5,4202.484,20157.8,7515.58708333333
1060,0.239,0,0.7253,0,0.2478,0,73824.4,4461.925,21322.6,7515.58708333333
1061,0.213,0,0.716,0,0.2438,0,84063.2,5150.652,23805.6,7515.58708333333
1062,0.2071,0.007181818181818,0.6859,0,0.2496,0,91211.9,5916.209,25707.5,7515.58708333333
1063,0.1993,0.089545454545455,0.6591,0.012,0.2583,0.007,92938.3,6192.069,25858.3,7515.58708333333
1064,0.2021,0.183181818181818,0.6154,0.037,0.2674,0.031,92344.2,6319.989,26097.5,7515.58708333333
1065,0.2119,0.279454545454545,0.544,0.055,0.2944,0.065,91794.3,6472.011,26066.3,7515.58708333333
1066,0.2196,0.366181818181818,0.457,0.063,0.3087,0.088,91669.5,6461.754,25873.9,7515.58708333333
1067,0.2169,0.398181818181818,0.3486,0.064,0.3022,0.118,90645.1,6345.469,25282.4,7515.58708333333
1068,0.2053,0.377,0.2265,0.059,0.303,0.119,89394.5,6376.201,24874.2,7515.58708333333
1069,0.189,0.314454545454545,0.1207,0.042,0.3118,0.099,88026.9,6220.136,25035.4,7515.58708333333
1070,0.1651,0.205363636363636,0.0491,0.011,0.2905,0.048,87200.1,6057.285,25077,7515.58708333333
1071,0.1397,0.072090909090909,0.0223,0,0.2558,0.006,86229,6068.556,25275.9,7515.58708333333
1072,0.1221,0.000181818181818,0.0151,0,0.2526,0,88593.7,6505.98,26310.7,7515.58708333333
1073,0.1181,0,0.0332,0,0.2434,0,93111.2,6444.178,26109.2,7515.58708333333
1074,0.1176,0,0.0724,0,0.231,0,91392.6,6121.336,25771.2,7515.58708333333
1075,0.1252,0,0.1429,0,0.2191,0,86531.9,5715.697,24891.1,7515.58708333333
1076,0.1336,0,0.2512,0,0.2165,0,82711.2,5335.135,23730.2,7515.58708333333
1077,0.1475,0,0.3826,0,0.2167,0,79484.6,4937.478,22538.1,7515.58708333333
1078,0.1607,0,0.4799,0,0.2152,0,74673.3,4589.858,21405.8,7515.58708333333
1079,0.166,0,0.5691,0,0.2109,0,70578.3,4317.924,20451.6,7515.58708333333
1080,0.1602,0,0.6401,0,0.1945,0,68321.5,4160.507,20108.4,8060.53625
1081,0.1527,0,0.6727,0,0.1763,0,67119,4117.789,19940.7,8060.53625
1082,0.1424,0,0.6818,0,0.1574,0,67683.2,4147.871,19813.3,8060.53625
1083,0.127,0,0.6502,0,0.1392,0,69128.8,4184.427,20111,8060.53625
1084,0.1108,0,0.6186,0,0.1164,0,73860.8,4505.228,21283.6,8060.53625
1085,0.1027,0,0.5984,0,0.1099,0,83340.4,5186.402,23666.5,8060.53625
1086,0.1052,0.029727272727273,0.5665,0,0.1097,0,90476.1,5932.81,25703.6,8060.53625
1087,0.1163,0.230272727272727,0.5234,0.018,0.1204,0.034,91767,6165.952,26083.2,8060.53625
1088,0.1305,0.392545454545455,0.4556,0.051,0.1368,0.197,91470.6,6243.575,25885.6,8060.53625
1089,0.1433,0.510909090909091,0.4246,0.083,0.1403,0.396,92138.8,6222.892,26070.2,8060.53625
1090,0.1534,0.575272727272727,0.3827,0.106,0.1438,0.486,91629.2,6105.606,25730.9,8060.53625
1091,0.1613,0.587181818181818,0.3262,0.123,0.155,0.495,89168.3,5879.471,25017.2,8060.53625
1092,0.1653,0.549363636363636,0.27,0.116,0.1647,0.442,86803.6,5713.838,24124.1,8060.53625
1093,0.1706,0.459454545454546,0.2162,0.081,0.1739,0.342,84180.2,5475.21,23851.1,8060.53625
1094,0.1788,0.319,0.1807,0.03,0.1987,0.209,83396.3,5262.816,24287.9,8060.53625
1095,0.2007,0.131818181818182,0.1863,0.002,0.2636,0.054,83177.9,5324.618,24740.3,8060.53625
1096,0.2308,0.001727272727273,0.2262,0,0.3382,0,86255,5857.566,25837.5,8060.53625
1097,0.2645,0,0.2683,0,0.3917,0,91143,6084.832,25520.3,8060.53625
1098,0.294,0,0.3326,0,0.4256,0,89793.6,5669.664,24433.5,8060.53625
1099,0.3106,0,0.3838,0,0.4434,0,84799,5246.982,23259.6,8060.53625
1100,0.3122,0,0.4292,0,0.4462,0,80035.8,4919.733,22010.3,8060.53625
1101,0.309,0,0.4566,0,0.4424,0,76941.8,4695.067,21238.1,8060.53625
1102,0.3058,0,0.5148,0,0.4416,0,71457.1,4429.724,20246.2,8060.53625
1103,0.3024,0,0.5548,0,0.4397,0,66466.4,4165.707,19670.3,8060.53625
1104,0.3017,0,0.6207,0,0.4367,0,63683.1,4026.165,19559.8,7754.84666666667
1105,0.3048,0,0.6561,0,0.4327,0,62370.1,3926.468,19338.8,7754.84666666667
1106,0.3131,0,0.6642,0,0.4229,0,62440.3,3887.832,19299.8,7754.84666666667
1107,0.326,0,0.6186,0,0.4058,0,62013.9,3963.206,19617,7754.84666666667
1108,0.344,0,0.5627,0,0.3948,0,61896.9,4099.628,19887.4,7754.84666666667
1109,0.3555,0,0.5757,0,0.3929,0,63822.2,4349.072,20494.5,7754.84666666667
1110,0.3595,0.041636363636364,0.6088,0.004,0.4042,0.001,67901.6,4669.067,21369.4,7754.84666666667
1111,0.3523,0.253181818181818,0.6769,0.05,0.4084,0.081,72835.1,4957.368,22007.7,7754.84666666667
1112,0.3391,0.414363636363636,0.7312,0.119,0.3913,0.311,75133.5,5150.275,22721.4,7754.84666666667
1113,0.3275,0.528090909090909,0.7781,0.181,0.3967,0.427,75998,5236.153,22750,7754.84666666667
1114,0.3282,0.590545454545455,0.8157,0.215,0.4414,0.459,76066.9,5122.494,22656.4,7754.84666666667
1115,0.336,0.601181818181818,0.837,0.235,0.5285,0.437,75219.3,5035.134,21985.6,7754.84666666667
1116,0.349,0.559545454545455,0.8633,0.199,0.5576,0.353,72473.7,4965.532,21646.3,7754.84666666667
1117,0.3714,0.468454545454545,0.8814,0.127,0.5488,0.233,70200,4814.667,21508.5,7754.84666666667
1118,0.3846,0.327090909090909,0.8835,0.045,0.5157,0.116,68264.3,4783.181,21594.3,7754.84666666667
1119,0.3892,0.139545454545455,0.8797,0.002,0.4999,0.024,68637.4,4955.353,22569.3,7754.84666666667
1120,0.3847,0.002545454545455,0.8769,0,0.4838,0,73589.1,5426.07,23871.9,7754.84666666667
1121,0.3687,0,0.8716,0,0.4602,0,79557.4,5668.052,24055.2,7754.84666666667
1122,0.3387,0,0.8709,0,0.4329,0,77720.5,5227.404,23432.5,7754.84666666667
1123,0.3081,0,0.863,0,0.4147,0,73752.9,4870.554,22742.2,7754.84666666667
1124,0.277,0,0.8452,0,0.4085,0,70076.5,4613.362,21746.4,7754.84666666667
1125,0.2634,0,0.8198,0,0.4101,0,67518.1,4332.939,21039.2,7754.84666666667
1126,0.2699,0,0.7906,0,0.3938,0,63872.9,4095.195,20442.5,7754.84666666667
1127,0.2842,0,0.7583,0,0.3558,0,59516.6,3830.502,19812,7754.84666666667
1128,0.2892,0,0.7234,0,0.3139,0,56260.1,3734.38,19536.4,7552.14416666667
1129,0.2886,0,0.7268,0,0.2842,0,55482.7,3650.179,19479.2,7552.14416666667
1130,0.2801,0,0.7507,0,0.242,0,55346.2,3646.643,19539,7552.14416666667
1131,0.2552,0,0.77,0,0.199,0,55369.6,3673.098,19635.2,7552.14416666667
1132,0.2188,0,0.7757,0,0.1582,0,55021.2,3761.03,19865.3,7552.14416666667
1133,0.189,0,0.7732,0,0.1303,0,54468.7,3954.6,20614.1,7552.14416666667
1134,0.1708,0.044181818181818,0.7835,0.004,0.1202,0,56197.7,4267.211,21008,7552.14416666667
1135,0.1682,0.249727272727273,0.7974,0.073,0.1212,0.01,60803.6,4612.049,21752.9,7552.14416666667
1136,0.1748,0.408818181818182,0.8046,0.159,0.1196,0.04,64842.7,4903.873,22705.8,7552.14416666667
1137,0.1795,0.524545454545455,0.8101,0.22,0.1195,0.083,67610.4,5016.596,23102.3,7552.14416666667
1138,0.183,0.586090909090909,0.8134,0.239,0.1201,0.134,69895.8,5044.871,23132.2,7552.14416666667
1139,0.1914,0.595636363636364,0.8186,0.212,0.1138,0.173,68580.2,5008.497,23034.7,7552.14416666667
1140,0.2038,0.555363636363636,0.8199,0.146,0.1014,0.173,65513.5,4904.406,22669.4,7552.14416666667
1141,0.2198,0.465727272727273,0.8306,0.074,0.0933,0.143,63445.2,4820.491,22430.2,7552.14416666667
1142,0.2369,0.327181818181818,0.8304,0.021,0.0925,0.091,62103.6,4799.626,22560.2,7552.14416666667
1143,0.2665,0.144,0.8253,0,0.1284,0.023,62550.8,4957.615,23147.8,7552.14416666667
1144,0.2998,0.003818181818182,0.8232,0,0.2028,0,68029,5605.431,24371.1,7552.14416666667
1145,0.3206,0,0.8284,0,0.2871,0,75428.6,5800.704,24545.3,7552.14416666667
1146,0.3221,0,0.8094,0,0.3439,0,74604.4,5483.907,23975.9,7552.14416666667
1147,0.3122,0,0.7999,0,0.3772,0,70778.5,5089.5,23068.5,7552.14416666667
1148,0.3003,0,0.8152,0,0.3971,0,67896.4,4819.256,22150.7,7552.14416666667
1149,0.2953,0,0.8132,0,0.4009,0,68590.6,4494.776,21382.4,7552.14416666667
1150,0.2963,0,0.8064,0,0.3745,0,64309.7,4247.178,20469.8,7552.14416666667
1151,0.2972,0,0.7911,0,0.3317,0,61694.1,4061.031,20008.3,7552.14416666667
1152,0.2919,0,0.7791,0,0.2825,0,59641.4,3853.967,19602.7,7203.18354166667
1153,0.2762,0,0.7694,0,0.2372,0,59376.2,3859.271,19635.2,7203.18354166667
1154,0.2483,0,0.753,0,0.2046,0,60294,3906.916,19714.5,7203.18354166667
1155,0.2209,0,0.7404,0,0.1809,0,62973.3,4031.625,20091.5,7203.18354166667
1156,0.2051,0,0.7139,0,0.1653,0,69045.6,4361.942,21104.2,7203.18354166667
1157,0.202,0,0.7297,0,0.1625,0,81090.1,5211.011,23717.2,7203.18354166667
1158,0.2053,0.049090909090909,0.7362,0,0.1626,0,88305.1,5999.981,25478.7,7203.18354166667
1159,0.2133,0.247727272727273,0.7574,0.007,0.1656,0.025,90359.1,6284.577,25811.5,7203.18354166667
1160,0.2182,0.405181818181818,0.7791,0.025,0.1665,0.082,90295.4,6225.375,26104,7203.18354166667
1161,0.2149,0.521454545454546,0.7965,0.041,0.17,0.176,90580.1,6247.553,26254.8,7203.18354166667
1162,0.2055,0.585,0.827,0.051,0.188,0.276,90659.4,6145.048,26271.7,7203.18354166667
1163,0.1987,0.596272727272727,0.847,0.052,0.2203,0.341,88504,5997.303,25470.9,7203.18354166667
1164,0.1904,0.557636363636364,0.8591,0.048,0.231,0.338,87084.4,5968.586,25119.9,7203.18354166667
1165,0.1874,0.468272727272727,0.8684,0.036,0.2167,0.228,85872.8,5847.621,25203.1,7203.18354166667
1166,0.1895,0.329,0.8643,0.016,0.1887,0.114,85267,5725.044,24911.9,7203.18354166667
1167,0.1941,0.144636363636364,0.8468,0.001,0.1835,0.025,83937.1,5722.769,25285,7203.18354166667
1168,0.2093,0.003636363636364,0.8271,0,0.2049,0,86789.3,6317.87,26166.4,7203.18354166667
1169,0.2282,0,0.7941,0,0.2355,0,91887.9,6392.451,25981.8,7203.18354166667
1170,0.2494,0,0.742,0,0.2661,0,90485.2,6001.372,25509.9,7203.18354166667
1171,0.2734,0,0.6551,0,0.2982,0,85716.8,5575.596,24627.2,7203.18354166667
1172,0.293,0,0.5445,0,0.3321,0,80922.4,5254.431,23246.6,7203.18354166667
1173,0.3064,0,0.5312,0,0.3515,0,76880.7,4848.922,21767.2,7203.18354166667
1174,0.3269,0,0.5474,0,0.367,0,70740.8,4473.261,20471.1,7203.18354166667
1175,0.3449,0,0.6063,0,0.3632,0,66926.6,4250.012,19484.4,7203.18354166667
1176,0.354,0,0.6319,0,0.3581,0,65328.9,4122.3,19363.5,7298.44645833333
1177,0.366,0,0.5765,0,0.3504,0,64409.8,4046.666,19522.1,7298.44645833333
1178,0.3802,0,0.4206,0,0.3426,0,65401.7,4116.125,19705.4,7298.44645833333
1179,0.3903,0,0.3066,0,0.3545,0,66686.1,4206.462,20104.5,7298.44645833333
1180,0.3969,0,0.2685,0,0.3885,0,71615.7,4534.491,21230.3,7298.44645833333
1181,0.4123,0,0.2533,0,0.4472,0,83055.7,5316.337,23454.6,7298.44645833333
1182,0.4382,0.031272727272727,0.2317,0,0.4741,0,90724.4,6121.96,24995.1,7298.44645833333
1183,0.4554,0.162272727272727,0.225,0.019,0.4967,0.008,93871.7,6347.692,25299.3,7298.44645833333
1184,0.4773,0.292272727272727,0.1979,0.055,0.5651,0.022,93438.8,6336.2,25331.8,7298.44645833333
1185,0.5172,0.371090909090909,0.1612,0.092,0.6431,0.039,93139.8,6429.995,25021.1,7298.44645833333
1186,0.5498,0.393363636363636,0.1892,0.121,0.6907,0.056,93545.4,6388.902,24876.8,7298.44645833333
1187,0.5698,0.381,0.2251,0.131,0.7145,0.067,92890.2,6212.726,24980.8,7298.44645833333
1188,0.5735,0.341818181818182,0.2519,0.114,0.7371,0.112,91698.1,6042.413,24973,7298.44645833333
1189,0.5798,0.273090909090909,0.2488,0.076,0.7517,0.121,90032.8,6098.82,25065.3,7298.44645833333
1190,0.5991,0.150090909090909,0.2636,0.027,0.7781,0.078,89042.2,5980.065,25131.6,7298.44645833333
1191,0.5769,0.043727272727273,0.3333,0.001,0.7829,0.021,88311.6,6003.868,25022.4,7298.44645833333
1192,0.5513,0.000363636363636,0.4388,0,0.7666,0,90741.3,6509.373,26209.3,7298.44645833333
1193,0.5282,0,0.5458,0,0.7323,0,95240.6,6580.678,25695.8,7298.44645833333
1194,0.5133,0,0.6415,0,0.69,0,93438.8,6148.519,24962.6,7298.44645833333
1195,0.503,0,0.692,0,0.6447,0,87908.6,5791.721,24342.5,7298.44645833333
1196,0.4845,0,0.7654,0,0.6159,0,83235.1,5370.976,22985.3,7298.44645833333
1197,0.474,0,0.8264,0,0.6079,0,79033.5,5052.255,22025.9,7298.44645833333
1198,0.4435,0,0.8559,0,0.6241,0,73680.1,4692.103,20866.3,7298.44645833333
1199,0.4277,0,0.8598,0,0.6067,0,69394,4415.034,20511.4,7298.44645833333
1200,0.4197,0,0.8344,0,0.6068,0,67585.7,4285.463,20421.7,6452.964375
1201,0.4124,0,0.8232,0,0.5945,0,65952.9,4296.331,20485.4,6452.964375
1202,0.4048,0,0.8131,0,0.5629,0,66556.1,4279.99,20651.8,6452.964375
1203,0.4054,0,0.797,0,0.5291,0,68243.5,4378.621,21105.5,6452.964375
1204,0.3954,0,0.7774,0,0.4858,0,72573.8,4594.239,22395.1,6452.964375
1205,0.3726,0,0.7871,0,0.4367,0,82989.4,5345.093,25233,6452.964375
1206,0.3347,0.005909090909091,0.7849,0.018,0.3729,0,89689.6,6075.29,26928.2,6452.964375
1207,0.3239,0.055909090909091,0.7795,0.152,0.3282,0.018,91627.9,6260.8,27362.4,6452.964375
1208,0.3493,0.140636363636364,0.775,0.298,0.3018,0.046,91023.4,6202.105,27017.9,6452.964375
1209,0.3638,0.275363636363636,0.7859,0.407,0.2818,0.085,90391.6,6288.945,26565.5,6452.964375
1210,0.3709,0.389909090909091,0.7741,0.476,0.2811,0.146,91435.5,6246.968,26192.4,6452.964375
1211,0.3778,0.436363636363636,0.752,0.486,0.2943,0.201,90927.2,6142.149,26022.1,6452.964375
1212,0.3806,0.408181818181818,0.7394,0.438,0.3109,0.2,89934,6185.881,25634.7,6452.964375
1213,0.4004,0.321727272727273,0.7466,0.326,0.3098,0.118,88491,6093.022,25434.5,6452.964375
1214,0.4164,0.191363636363636,0.6867,0.161,0.2761,0.036,87566.7,5982.704,25950.6,6452.964375
1215,0.4182,0.063272727272727,0.5999,0.019,0.2457,0.004,86010.6,6071.156,26579.8,6452.964375
1216,0.4088,0.001272727272727,0.5621,0,0.2449,0,87556.3,6594.601,27736.8,6452.964375
1217,0.3887,0,0.504,0,0.2456,0,91811.2,6570.122,27664,6452.964375
1218,0.3713,0,0.4904,0,0.2441,0,90520.3,6122.545,27206.4,6452.964375
1219,0.3568,0,0.5289,0,0.25,0,85653.1,5784.532,26577.2,6452.964375
1220,0.3519,0,0.5865,0,0.276,0,81211,5388.11,25434.5,6452.964375
1221,0.3459,0,0.5992,0,0.3179,0,77454,4977.544,23988.9,6452.964375
1222,0.3471,0,0.5698,0,0.3618,0,71644.3,4562.597,22791.6,6452.964375
1223,0.3577,0,0.5158,0,0.4043,0,66836.9,4291.56,21907.6,6452.964375
1224,0.3793,0,0.4677,0,0.4513,0,65028.6,4189.38,21295.3,6884.33416666667
1225,0.4165,0,0.4209,0,0.4868,0,64036.7,4133.519,21192.6,6884.33416666667
1226,0.4484,0,0.4031,0,0.5078,0,64777.7,4131.426,21131.5,6884.33416666667
1227,0.4706,0,0.3917,0,0.5161,0,66726.4,4226.456,21465.6,6884.33416666667
1228,0.4757,0,0.397,0,0.5179,0,71094.4,4545.619,23045.1,6884.33416666667
1229,0.4496,0,0.4398,0,0.518,0,81814.2,5321.537,25607.4,6884.33416666667
1230,0.411,0.026454545454546,0.5284,0.005,0.5139,0,88325.9,6129.656,27489.8,6884.33416666667
1231,0.3794,0.132636363636364,0.6361,0.037,0.5139,0.01,90647.7,6405.191,27875.9,6884.33416666667
1232,0.3641,0.224909090909091,0.7608,0.075,0.4957,0.037,91215.8,6425.302,27701.7,6884.33416666667
1233,0.3572,0.288636363636364,0.8117,0.106,0.4858,0.063,91685.1,6486.74,27479.4,6884.33416666667
1234,0.3644,0.332181818181818,0.8375,0.127,0.4691,0.076,91858,6482.723,27690,6884.33416666667
1235,0.345,0.329363636363636,0.8715,0.131,0.4317,0.086,89624.6,6323.772,27361.1,6884.33416666667
1236,0.3071,0.300454545454545,0.8983,0.116,0.4001,0.083,89441.3,6277.297,27266.2,6884.33416666667
1237,0.2936,0.243181818181818,0.9004,0.084,0.3936,0.068,88895.3,6211.309,27301.3,6884.33416666667
1238,0.2824,0.148,0.8895,0.038,0.3719,0.04,88099.7,6060.353,27515.8,6884.33416666667
1239,0.2748,0.061818181818182,0.8832,0.002,0.3544,0.008,86671,6094.66,27626.3,6884.33416666667
1240,0.2543,0.002727272727273,0.8644,0,0.3434,0,88817.3,6566.638,28732.6,6884.33416666667
1241,0.2213,0,0.8372,0,0.32,0,92355.9,6527.365,28290.6,6884.33416666667
1242,0.1684,0,0.8077,0,0.2758,0,91483.6,6179.472,27730.3,6884.33416666667
1243,0.1335,0,0.7916,0,0.2318,0,86437,5766.228,26852.8,6884.33416666667
1244,0.1389,0,0.7817,0,0.212,0,80943.2,5428.709,26023.4,6884.33416666667
1245,0.1963,0,0.7943,0,0.2316,0,76752,4968.275,25181,6884.33416666667
1246,0.2527,0,0.805,0,0.2823,0,71411.6,4488.185,23576.8,6884.33416666667
1247,0.2566,0,0.8013,0,0.3093,0,66414.4,4320.55,22868.3,6884.33416666667
1248,0.2313,0,0.7825,0,0.2954,0,63745.5,4249.583,22800.7,6832.86229166667
1249,0.1989,0,0.7542,0,0.2777,0,62260.9,4191.525,22847.5,6832.86229166667
1250,0.1811,0,0.7087,0,0.2695,0,63247.6,4158.245,22991.8,6832.86229166667
1251,0.1774,0,0.6634,0,0.2837,0,65323.7,4279.34,23670.4,6832.86229166667
1252,0.1816,0,0.6655,0,0.2911,0,70623.8,4631.64,25086.1,6832.86229166667
1253,0.1922,0,0.6249,0,0.2982,0,81199.3,5475.08,28030.6,6832.86229166667
1254,0.2018,0.006363636363636,0.5824,0.028,0.303,0.014,87902.1,6171.295,29714.1,6832.86229166667
1255,0.2037,0.061272727272727,0.5197,0.123,0.3237,0.144,91003.9,6433.908,30223.7,6832.86229166667
1256,0.1972,0.144090909090909,0.4684,0.2,0.3555,0.278,92062.1,6485.908,29723.2,6832.86229166667
1257,0.1869,0.268909090909091,0.4321,0.25,0.3482,0.372,92911,6484.465,28792.4,6832.86229166667
1258,0.1741,0.307636363636364,0.4069,0.258,0.3107,0.38,93506.4,6331.208,28180.1,6832.86229166667
